predict,p1
1,0.999999999
0,3.96E-08
1,0.999999997
0,3.87E-11
1,1
0,2.27E-06
0,1.82E-12
0,0.018280623
0,9.72E-20
0,5.90E-11
1,1
1,1
0,1.09E-04
0,1.53E-23
0,3.57E-22
1,1
1,0.999999828
1,1
1,0.999999995
1,1
0,1.65E-04
0,2.70E-11
0,3.10E-13
0,4.67E-16
1,1
1,1
1,1
0,7.52E-06
0,1.70E-07
1,1
1,1
0,4.98E-24
1,0.999999996
1,1
0,1.88E-04
1,1
0,1.18E-14
1,1
1,0.999845186
0,1.51E-11
1,1
0,7.58E-16
1,1
0,3.31E-09
1,1
0,6.15E-09
1,1
0,1.74E-14
1,1
1,1
1,0.999949155
1,0.999999408
1,1
1,1
0,1.03E-08
0,0.001854224
1,1
0,4.18E-12
0,0.007160902
0,1.05E-07
0,1.00E-13
0,7.04E-23
1,1
1,1
1,1
0,4.76E-23
0,6.89E-07
0,8.84E-17
1,1
0,5.37E-10
0,4.65E-10
1,0.999688451
1,1
0,4.47E-15
1,0.999999999
0,3.43E-15
1,0.999999999
1,1
0,2.04E-17
0,9.19E-16
0,6.87E-04
0,6.25E-12
1,1
0,4.14E-13
0,4.15E-14
0,0.032321102
1,0.999999982
1,1
0,4.05E-25
0,1.24E-30
1,0.999999999
1,0.092160758
1,0.977281528
0,3.74E-07
1,1
1,1
1,0.999885144
0,1.67E-13
0,8.13E-09
0,6.83E-04
1,0.999999997
1,1
1,1
1,1
0,3.52E-05
1,0.999999999
0,8.49E-19
0,7.53E-05
1,1
0,8.75E-18
0,3.07E-07
1,0.214022411
0,1.16E-15
1,0.999845774
0,1.45E-20
0,7.93E-19
0,1.64E-12
0,0.003036329
0,1.83E-11
1,0.999762914
1,1
0,1.37E-16
1,1
0,2.91E-08
0,2.12E-11
1,0.999999999
1,1
1,1
0,3.95E-07
1,0.999999994
1,1
1,1
1,1
1,0.999869772
0,1.87E-07
0,1.08E-23
1,1
0,1.73E-09
1,1
1,1
1,0.297532147
0,4.16E-15
1,0.934913349
1,1
1,0.99999656
0,3.97E-12
0,9.40E-06
1,0.885510422
1,1
1,0.147946581
1,1
1,0.105788006
1,1
1,0.539487858
1,0.999999917
0,0.028601999
1,1
0,1.48E-11
1,0.999939769
1,1
1,1
1,1
1,1
0,2.00E-04
1,1
0,1.47E-16
0,2.60E-21
1,0.161070162
1,0.999999999
1,0.996399289
1,1
1,0.963967177
1,0.999999937
1,1
1,1
1,0.828287108
1,0.999999977
0,7.09E-27
0,8.23E-06
1,1
0,3.82E-05
1,1
0,9.93E-14
1,0.999999965
1,1
1,0.871042744
0,1.37E-13
1,1
0,0.022538863
1,0.119049227
0,1.97E-11
1,1
1,0.637074048
1,1
1,1
0,5.97E-19
1,0.537201158
1,1
1,0.999999983
0,6.84E-09
1,1
0,6.10E-12
1,1
1,0.999343897
1,1
0,3.50E-21
1,1
0,6.44E-09
1,1
1,1
0,4.63E-11
1,0.999999993
0,0.011188942
0,3.56E-25
0,4.16E-10
1,0.999999994
1,1
0,7.76E-09
0,0.014926956
1,1
1,0.999999907
0,1.29E-31
0,7.31E-08
1,0.999999021
0,2.65E-20
0,1.30E-09
0,2.55E-10
1,0.999995603
0,4.85E-12
1,0.98595009
0,8.38E-12
1,1
1,0.999999992
0,6.75E-17
1,0.702153826
1,1
1,0.984146979
1,1
1,1
0,2.30E-19
0,2.91E-14
0,1.37E-18
1,0.999999994
1,1
1,1
0,3.36E-04
1,1
1,1
0,0.002089864
1,0.999999994
1,0.993897873
0,5.73E-07
1,1
1,1
0,8.58E-19
0,6.82E-07
1,0.999995028
1,1
0,1.38E-04
1,0.99999786
1,1
0,0.001280775
0,3.52E-33
0,9.39E-16
0,2.04E-17
1,0.996385636
1,1
0,4.75E-22
1,1
0,5.76E-08
0,7.12E-19
1,1
1,0.999906474
1,1
1,0.999985764
0,7.09E-10
1,1
0,0.003947889
0,1.42E-19
1,0.996849539
1,1
0,2.05E-14
0,5.68E-18
1,1
1,0.999926171
1,0.99998216
1,1
0,2.75E-09
1,1
0,3.17E-05
1,1
1,0.999999997
1,1
1,0.98642714
0,8.05E-08
1,0.999959671
0,3.14E-13
1,1
0,4.16E-11
0,0.00209438
1,1
0,7.55E-16
0,2.43E-09
1,1
1,1
1,1
1,1
0,2.21E-17
1,0.884165914
1,1
1,0.999997091
0,2.81E-21
1,0.999990951
0,4.47E-06
0,2.10E-11
1,1
1,1
1,1
1,0.999880873
1,1
1,0.999999999
1,1
0,2.47E-09
1,0.999999873
1,1
0,3.87E-05
0,5.60E-17
0,1.82E-26
1,1
1,0.067665761
0,2.68E-23
0,2.57E-08
1,0.999558358
1,1
1,0.999985836
1,1
1,1
1,0.559660415
1,1
1,1
0,1.85E-07
1,1
0,1.70E-25
0,2.71E-06
1,1
0,1.47E-08
1,0.999857718
1,0.999998891
0,1.64E-21
1,1
1,0.999998759
1,0.99999999
1,1
1,1
0,4.27E-23
0,4.67E-04
1,1
0,3.60E-18
1,1
1,0.952949385
0,8.25E-13
1,1
0,5.96E-07
0,9.91E-09
0,1.14E-12
1,0.998880938
1,0.999700558
0,1.44E-09
0,3.79E-10
1,1
1,1
0,1.96E-25
0,7.41E-06
1,0.999916166
0,2.04E-11
1,1
0,2.31E-21
0,1.41E-05
0,4.85E-16
0,4.77E-18
0,0.002070251
1,0.875156565
1,1
0,1.61E-11
1,1
0,4.84E-06
0,1.00E-27
0,5.27E-08
1,0.999999999
1,1
0,3.77E-14
1,0.99999985
0,8.47E-21
1,0.999982538
0,1.59E-08
1,0.951902499
1,0.982802896
1,1
0,1.73E-12
1,1
1,1
0,8.25E-07
1,1
0,1.01E-05
0,5.71E-07
0,0.002738602
1,0.061009786
1,1
1,0.99999524
1,0.999999925
1,1
1,1
1,1
1,0.999999927
0,5.42E-20
1,1
0,6.66E-17
1,0.999999989
1,1
1,1
0,4.65E-08
0,1.22E-11
0,0.006385725
0,3.92E-25
1,1
0,8.94E-25
1,0.999999638
0,3.39E-18
1,1
1,1
0,5.68E-10
0,2.34E-11
0,5.13E-23
0,3.18E-05
1,1
1,0.999999918
0,3.48E-08
0,2.89E-12
0,3.11E-09
1,0.372845345
1,0.999985479
0,7.06E-10
0,3.02E-26
1,1
1,0.99983072
1,1
0,0.001286686
1,1
0,1.24E-22
0,1.76E-20
1,0.48005679
0,1.20E-13
0,3.56E-06
1,0.999992029
0,2.05E-08
1,1
0,4.90E-07
0,2.04E-07
1,0.99984696
0,2.13E-19
1,0.999999921
1,1
0,4.88E-26
1,0.999999939
0,3.02E-23
0,5.30E-04
1,0.386173756
1,1
1,1
1,1
1,0.999999991
0,3.12E-18
1,1
1,1
0,7.35E-28
0,4.65E-16
0,1.74E-08
0,2.72E-15
0,2.06E-08
1,0.970848292
1,0.999990608
1,1
1,1
1,1
1,1
1,1
1,0.999999979
0,0.033864699
1,0.999295677
0,0.010869278
0,2.07E-06
1,0.653423543
1,1
0,0.012201734
1,0.904475083
0,2.53E-20
0,3.56E-11
1,1
0,2.49E-29
1,1
1,1
1,1
1,1
0,3.99E-24
1,0.773738164
0,9.72E-10
1,0.999999982
1,0.999999999
1,0.812554388
1,0.999999992
0,6.79E-27
1,0.999837377
1,1
0,1.09E-22
0,1.04E-13
0,3.72E-06
1,0.999992191
0,1.06E-17
1,1
1,1
1,1
0,1.39E-05
0,7.18E-06
0,1.82E-09
1,0.999999831
1,1
0,5.46E-10
1,1
0,3.42E-11
0,8.68E-06
0,6.26E-13
1,1
1,1
0,7.23E-17
1,1
1,1
1,0.996085919
0,6.75E-20
0,2.02E-06
1,0.999899513
1,0.097342527
0,1.48E-23
1,0.999999973
1,1
1,0.283631174
0,1.24E-18
1,1
1,1
0,9.46E-13
0,3.35E-09
1,1
0,5.79E-11
0,0.001779352
1,1
0,4.55E-16
1,1
1,1
0,5.46E-04
0,0.008103457
1,0.999673076
1,0.999999999
0,8.16E-12
0,1.98E-14
1,1
0,2.83E-13
1,0.999486068
1,1
0,3.36E-26
1,1
1,0.999994736
0,1.66E-16
1,1
1,1
1,1
1,1
0,8.02E-06
1,0.999997533
0,2.37E-08
1,0.97688535
0,2.63E-11
0,1.83E-09
1,0.999447171
1,1
0,1.65E-07
1,0.999989217
0,8.24E-21
1,0.999999843
0,2.29E-09
1,1
0,9.31E-07
0,4.09E-11
1,1
0,4.93E-08
0,7.78E-12
1,1
1,0.999998128
1,0.999998676
1,0.999999983
0,7.13E-05
0,1.43E-06
0,2.49E-16
0,8.71E-18
1,1
0,0.003696705
1,1
1,1
0,5.95E-07
0,6.75E-05
1,0.999999919
0,1.00E-07
0,3.78E-04
0,3.74E-47
0,5.60E-11
1,1
1,1
1,0.999989443
1,0.999999438
1,0.99999998
1,0.999988146
0,5.26E-09
0,6.93E-15
0,2.20E-15
0,3.55E-06
1,1
1,0.999999976
1,0.246307224
1,1
0,2.69E-05
1,1
1,0.999999999
1,1
1,0.999662884
0,5.36E-13
1,1
0,2.82E-04
1,1
1,0.999991395
1,1
0,1.08E-19
1,0.99999941
0,4.99E-05
1,1
0,1.20E-09
1,0.999995595
1,1
1,1
0,1.30E-06
1,1
1,1
0,0.00245536
1,0.999999984
1,0.999339995
1,1
1,0.999999984
0,1.08E-12
1,1
0,2.29E-09
1,1
1,0.95275719
0,0.010381717
0,5.65E-06
0,1.19E-06
1,1
0,8.64E-08
0,0.010288493
0,1.15E-13
0,9.35E-18
1,0.918229959
1,0.979987485
1,1
1,1
0,4.25E-22
1,0.999901822
0,2.14E-04
1,0.999999992
1,0.999999999
1,1
1,1
1,0.999999996
1,1
1,1
1,1
1,1
1,0.99999918
1,0.999702572
1,0.999999999
1,1
0,6.26E-10
1,0.999998334
1,1
1,0.999999862
1,1
1,1
1,1
1,1
1,0.999960418
1,1
0,4.47E-12
0,2.08E-04
0,1.52E-07
1,0.999999978
0,1.15E-18
1,1
0,2.19E-18
0,1.02E-15
1,1
0,2.40E-17
1,0.089513772
1,1
1,1
1,0.999999998
1,1
0,9.29E-06
1,1
1,0.724179455
1,0.999910169
0,1.99E-14
1,0.999997834
1,1
1,1
0,3.03E-10
0,4.97E-12
0,4.32E-18
1,1
1,0.999999996
0,1.77E-21
0,2.27E-09
0,1.80E-16
0,1.40E-11
0,0.009218529
0,5.51E-06
1,0.999999688
1,1
1,0.999999992
1,0.99999365
1,1
0,7.63E-06
0,8.31E-18
1,0.999999996
0,2.43E-09
1,1
1,1
1,0.990484491
0,4.37E-18
1,0.999998892
1,1
0,5.27E-08
1,0.998547421
1,1
1,0.999996279
0,2.49E-17
1,1
0,4.42E-10
1,1
1,0.945080864
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,3.06E-09
0,2.30E-19
1,0.999870482
1,0.980665306
1,1
0,9.44E-06
1,0.877687051
1,1
0,1.82E-13
1,1
0,2.84E-18
0,1.01E-24
1,0.99999998
0,1.45E-17
0,1.99E-12
1,0.999096633
1,1
0,5.71E-09
1,0.999999998
1,0.999999984
0,1.70E-06
0,6.77E-19
1,1
1,1
1,1
1,0.998678165
1,0.811952505
0,9.57E-04
1,0.999999981
1,1
1,1
1,0.999999999
1,1
0,1.24E-13
0,3.29E-04
0,2.08E-05
1,1
0,1.17E-15
1,1
1,0.999999999
1,1
1,0.998403098
1,0.999999991
1,0.99999816
0,3.32E-28
0,0.008302664
0,1.61E-24
0,5.37E-14
0,1.22E-09
1,1
1,0.999999999
1,1
1,1
1,0.999997804
0,4.18E-07
1,1
1,1
1,1
1,1
0,1.06E-15
1,1
0,2.23E-08
1,0.999999437
0,6.30E-11
1,1
1,1
1,0.999457116
0,1.87E-10
1,0.269893832
0,7.47E-08
0,1.76E-23
1,0.615822732
1,1
1,0.997729074
0,1.77E-22
1,1
1,0.999999492
0,2.26E-05
1,1
1,1
1,0.999807482
0,4.29E-05
0,2.65E-16
0,9.45E-10
0,6.56E-22
1,1
1,1
1,0.757751133
0,3.42E-06
1,1
0,4.29E-26
1,0.999999312
0,1.47E-13
1,1
1,1
1,1
1,1
1,0.99027218
0,6.82E-13
0,1.43E-20
0,8.36E-08
0,2.08E-17
1,1
1,0.63335231
0,1.10E-12
0,5.02E-09
1,1
1,1
1,1
1,0.710329298
0,4.55E-17
1,1
1,1
0,8.70E-18
0,3.33E-05
0,2.95E-11
1,1
0,1.35E-12
0,1.80E-25
1,0.999995028
0,1.43E-10
1,1
0,2.95E-15
0,0.021440534
1,1
0,0.01899143
1,1
1,1
0,2.59E-11
1,1
1,0.944262227
0,1.74E-13
1,1
1,1
1,0.999999989
1,0.874906056
1,1
0,3.24E-10
1,1
1,1
0,4.37E-15
1,1
1,1
1,0.518976218
1,1
1,0.999999834
0,6.54E-08
0,6.92E-14
1,0.501028749
0,5.64E-15
1,0.999999997
0,3.94E-11
0,2.71E-06
0,6.14E-22
0,0.021389474
0,6.56E-13
1,1
0,7.95E-18
1,0.999999996
1,0.999999888
1,0.999999901
1,1
1,1
0,1.49E-16
0,1.53E-19
1,1
1,0.999999863
0,1.57E-10
1,0.990086323
0,5.84E-11
0,4.27E-10
0,5.29E-04
0,9.32E-07
0,2.97E-06
0,1.48E-10
0,4.64E-08
0,1.84E-12
1,1
0,0.017684094
0,1.93E-35
0,0.001057323
0,1.66E-22
0,1.20E-10
0,1.17E-16
1,1
1,1
1,1
1,1
1,0.072176108
0,3.22E-07
1,0.986519279
1,1
0,2.50E-23
0,3.64E-19
1,0.999991934
1,1
0,7.94E-16
0,1.92E-11
0,1.75E-16
0,2.89E-24
1,0.997869932
1,1
0,4.20E-22
0,9.41E-09
0,4.42E-22
1,1
1,0.951727621
1,1
1,0.683040878
0,0.003205472
0,2.57E-17
0,4.33E-13
0,4.25E-11
1,1
1,1
0,5.87E-15
0,1.93E-04
0,6.64E-11
1,1
0,2.28E-12
1,0.999999991
1,0.997269887
0,2.09E-11
0,4.25E-39
1,0.998750886
0,1.80E-07
1,0.909861926
0,1.68E-19
1,1
0,2.08E-07
1,1
1,1
1,1
1,0.999979559
1,0.999834038
1,0.999999984
0,3.92E-13
0,8.59E-18
1,0.999999949
1,1
0,7.72E-11
1,1
1,1
0,1.88E-11
1,0.898337349
1,1
1,1
1,1
1,1
1,1
0,5.85E-19
0,4.32E-15
0,2.84E-07
1,1
1,0.896862356
1,0.999998499
0,5.62E-23
1,1
0,1.60E-15
1,1
1,0.999999775
1,1
0,5.56E-04
0,1.10E-07
1,0.991731254
0,3.09E-06
0,5.91E-06
1,1
1,0.999976271
1,0.998757535
0,5.34E-14
1,0.999999993
0,2.73E-10
1,1
1,1
1,1
0,8.99E-10
1,0.999999999
1,1
0,0.00319846
1,0.999999998
1,0.99999251
1,0.999959341
1,1
0,1.92E-11
0,1.70E-18
1,1
1,0.998134271
0,0.008847342
1,0.9999998
0,5.44E-17
1,0.312821422
1,1
1,0.494773399
1,0.999999995
1,1
1,1
0,1.29E-10
0,2.29E-09
1,0.483923153
0,1.60E-05
0,1.47E-12
1,0.099138683
1,0.999981221
1,1
1,1
0,1.31E-07
1,1
1,1
0,1.67E-04
0,1.00E-12
0,3.51E-08
0,1.62E-05
1,1
0,3.74E-07
1,1
0,9.28E-11
1,1
1,1
0,1.95E-19
1,1
1,0.999999966
0,1.53E-20
1,0.998443527
1,0.999626137
1,0.999999975
1,1
1,0.999999998
1,0.905753679
0,7.20E-05
0,0.007173452
0,6.90E-13
0,6.10E-07
1,1
0,2.72E-15
0,7.53E-15
0,1.49E-25
0,4.43E-28
0,2.97E-19
0,1.24E-22
1,0.999998355
1,0.093195056
0,1.35E-21
1,1
0,5.05E-08
0,1.43E-14
1,0.999675441
0,4.78E-11
0,1.08E-05
1,0.999999958
1,0.999997071
0,1.11E-23
0,1.35E-14
1,1
0,3.98E-07
1,0.963120785
1,0.999941014
0,4.78E-19
1,0.73343397
1,0.963012863
0,7.95E-21
1,1
0,1.25E-06
0,5.01E-24
1,0.999999987
0,3.52E-06
1,0.999946957
1,1
0,4.34E-07
1,0.999597814
0,3.14E-24
0,3.08E-05
1,1
1,0.506931114
0,6.77E-15
0,6.26E-30
1,0.999997954
0,2.54E-10
0,4.29E-27
1,1
1,1
1,0.999999999
1,0.948951113
0,6.91E-05
0,7.56E-16
0,9.39E-15
0,1.70E-13
1,0.99999999
1,0.999999997
0,1.51E-19
0,2.95E-09
0,7.47E-06
0,3.37E-16
0,0.004953309
1,1
1,0.999999667
1,0.9999856
0,4.84E-22
1,0.995120473
1,0.999086125
1,1
0,3.24E-18
0,0.027080686
1,0.911707306
1,0.092439817
0,2.57E-14
1,1
1,0.999917634
1,1
1,1
1,0.999999995
1,1
1,1
1,1
1,0.096833358
0,7.79E-12
1,1
0,3.76E-07
1,1
0,1.67E-06
1,0.999978036
1,0.999999992
0,7.46E-10
1,0.999999927
0,6.63E-05
0,2.11E-17
0,7.75E-10
1,1
0,1.39E-18
1,1
1,0.999949314
1,0.999704746
1,1
0,3.08E-18
0,9.33E-19
0,8.63E-04
1,0.924937352
1,1
1,0.254108648
0,6.79E-11
1,1
0,1.49E-25
0,1.24E-16
0,3.09E-13
0,7.80E-14
1,0.999999995
1,1
1,0.999999861
0,1.91E-27
1,1
1,1
0,2.12E-12
0,3.91E-13
1,0.999999973
1,1
1,0.062696813
0,1.16E-09
0,1.49E-19
1,1
1,1
0,4.58E-09
0,1.63E-11
1,0.999969299
0,7.51E-13
0,1.25E-13
1,0.300737409
0,2.76E-19
1,1
1,0.99999821
1,1
0,5.36E-19
1,1
1,1
1,1
0,9.38E-17
1,0.97355513
1,1
1,1
1,0.920929631
0,3.43E-09
1,0.998907378
1,1
1,1
0,8.29E-05
1,0.999983456
1,0.900745381
1,0.946595034
1,0.999999999
0,8.18E-04
0,8.07E-15
1,0.739724048
1,0.999999996
0,6.26E-19
1,0.999999947
0,0.012052484
1,1
1,1
1,1
0,1.10E-06
1,0.998137703
1,1
1,1
1,0.999999998
1,1
1,0.999999961
0,8.93E-06
0,4.45E-25
1,1
1,0.999990124
0,1.80E-06
1,1
1,1
1,0.135041784
1,0.999999999
0,1.58E-13
0,1.12E-21
0,2.57E-14
1,1
1,0.999969496
1,1
1,1
1,0.354016075
0,0.001860962
1,1
1,1
1,1
1,1
0,7.58E-15
1,0.999999303
0,6.30E-32
0,2.52E-25
0,1.25E-13
0,2.04E-14
1,0.999999897
1,1
1,1
0,9.14E-29
0,2.76E-14
1,1
1,0.205112468
0,1.94E-12
1,1
0,1.26E-09
1,1
0,2.68E-26
1,1
1,1
0,3.47E-13
1,0.996450358
0,1.69E-17
1,1
1,1
0,9.04E-21
1,1
1,1
1,0.999947852
0,3.42E-20
1,0.999999977
0,4.58E-08
0,1.08E-08
0,0.005421878
1,1
1,0.99999981
0,5.29E-12
0,3.20E-18
1,1
0,6.67E-21
1,0.999999839
0,3.44E-20
0,4.47E-10
0,7.96E-06
1,1
1,1
1,1
1,1
0,7.61E-10
0,3.76E-15
0,9.92E-08
0,5.87E-22
1,1
0,2.17E-16
1,1
1,1
1,0.975005539
0,2.27E-09
1,0.999999939
0,3.99E-07
0,1.30E-26
0,1.31E-22
1,1
0,0.02017572
0,3.79E-24
0,1.27E-05
1,0.069740313
0,1.45E-08
0,5.93E-24
1,1
0,7.23E-05
1,1
1,0.999999999
1,1
0,0.009849767
0,2.41E-07
1,1
0,1.16E-11
0,3.31E-07
1,0.999999896
1,1
1,1
1,0.999999744
1,1
0,1.83E-10
0,1.83E-04
0,2.35E-13
0,4.81E-04
0,1.41E-16
1,1
1,1
1,1
0,5.75E-11
0,2.63E-06
1,0.999988454
1,0.500464502
1,1
1,1
0,4.67E-17
1,1
0,1.12E-16
1,0.999977045
1,0.999974042
1,0.999999941
1,1
1,1
1,0.999999569
0,2.89E-22
0,6.16E-19
0,5.53E-07
1,0.998505387
1,1
0,1.44E-13
0,9.95E-04
0,4.13E-31
1,0.999991873
1,1
0,1.51E-14
0,1.59E-20
0,2.55E-05
1,1
0,9.93E-26
1,0.989798619
1,1
1,1
0,4.56E-04
1,1
0,9.71E-08
1,1
1,0.999999954
0,0.001793386
0,6.56E-13
0,1.87E-06
0,0.001287214
0,4.43E-12
1,1
0,1.57E-11
0,3.56E-16
0,1.34E-22
0,0.040215308
1,1
1,1
0,1.36E-15
0,1.39E-12
1,1
1,0.991965233
1,1
1,1
0,4.56E-11
0,2.74E-20
1,1
1,0.999999881
1,0.999943144
1,0.999999999
0,2.33E-19
1,1
0,1.25E-07
1,1
0,4.13E-04
0,7.04E-11
1,1
0,9.08E-24
1,1
0,1.50E-05
1,0.999994521
1,0.999999995
1,0.997227207
1,1
1,0.999999911
0,2.41E-23
0,4.36E-10
0,9.46E-09
1,1
1,0.999997368
0,1.56E-05
0,6.00E-15
1,1
0,0.022142644
0,5.29E-13
0,5.02E-21
1,0.936696899
0,4.89E-11
1,0.999999982
1,1
1,1
1,1
1,1
1,0.093999085
1,0.999999995
1,1
1,0.994257297
1,1
0,5.91E-08
0,7.69E-13
1,1
0,5.91E-08
1,1
0,1.44E-18
1,0.999998537
0,5.77E-04
1,1
0,5.26E-14
0,1.92E-15
1,1
1,0.999816515
1,0.99994482
0,8.01E-15
0,0.023694301
1,0.45773719
1,0.113932963
0,8.10E-10
0,5.90E-17
1,0.999999995
0,9.90E-19
0,1.05E-26
0,6.18E-21
0,7.51E-19
0,1.74E-07
1,1
1,1
0,4.28E-24
1,1
1,0.376264052
0,2.15E-09
1,1
1,0.999998347
1,0.997128936
1,0.167167607
0,1.27E-05
1,1
1,1
1,1
0,3.90E-07
1,1
0,3.31E-12
0,3.49E-15
0,7.01E-05
1,0.901047349
1,0.077232751
0,1.94E-10
1,0.999998577
1,0.999631189
1,0.268057479
1,1
0,1.06E-07
1,0.999968881
0,4.34E-07
0,2.52E-14
1,1
0,1.15E-10
0,5.06E-20
1,0.999999939
1,1
1,0.999999998
0,8.40E-21
1,0.997292802
1,0.999999986
1,0.72473343
1,0.999999994
1,1
0,9.04E-22
0,7.78E-24
1,0.273958559
1,0.999981247
0,6.21E-10
1,0.999999994
1,1
0,1.31E-09
1,0.999911199
0,7.95E-11
1,1
1,0.999998847
0,1.62E-09
1,1
1,0.999986959
0,4.65E-08
0,1.63E-14
1,1
1,1
1,0.709929006
1,1
0,1.02E-06
0,0.002640258
1,1
0,3.69E-24
0,2.30E-11
1,1
0,2.17E-24
1,1
0,5.76E-07
1,1
1,1
1,1
1,0.12469794
0,1.08E-06
0,9.63E-09
0,3.83E-18
0,3.64E-18
1,1
1,0.813828726
1,0.277825023
1,0.949949957
1,1
0,3.43E-09
1,1
0,2.09E-14
0,1.20E-09
0,1.01E-13
1,1
0,1.84E-11
0,0.002742493
1,0.668968227
1,1
1,1
0,9.58E-08
1,1
0,3.15E-10
1,1
1,0.086833938
1,1
1,1
0,3.55E-09
0,1.00E-26
0,0.002104722
1,0.999999816
1,1
0,9.25E-21
0,2.81E-08
0,3.50E-17
1,1
1,1
1,0.999999998
1,1
1,0.999978621
1,1
1,0.999903903
1,0.999999999
1,0.589070499
1,0.712983854
1,0.999998516
0,3.69E-08
1,0.999959362
1,0.999991522
0,1.08E-09
1,1
1,0.999958434
1,0.999999999
1,0.999994144
1,1
1,1
1,0.910050193
1,1
1,0.481232841
0,1.18E-05
0,4.91E-08
0,1.45E-22
0,3.27E-15
1,0.999999992
0,1.42E-09
1,1
0,2.81E-16
1,0.899850401
0,1.20E-16
1,0.473178649
1,1
0,2.75E-17
1,0.999734147
0,1.81E-15
1,0.999999986
1,1
0,1.41E-12
1,1
0,6.08E-07
0,1.64E-08
1,0.999993185
1,1
1,0.062111165
0,3.41E-04
0,3.17E-16
1,1
0,3.84E-11
0,0.014284306
1,1
0,0.038156278
0,5.21E-10
0,0.005828713
0,6.59E-17
0,7.90E-13
0,8.89E-18
1,1
0,5.91E-12
1,1
0,4.13E-13
1,0.226521617
0,5.10E-10
1,0.999999995
1,1
0,4.20E-15
1,1
1,1
1,0.999999148
0,1.50E-17
0,5.80E-09
1,0.885837145
1,0.999995516
1,1
0,5.37E-23
1,0.999999978
0,4.91E-08
0,8.47E-06
0,2.47E-19
1,0.999999913
0,1.26E-26
1,1
0,1.90E-06
0,2.85E-13
0,2.14E-05
0,9.01E-10
1,1
0,0.001027981
0,8.07E-37
0,7.04E-24
0,2.06E-12
0,3.63E-09
1,1
0,9.23E-22
1,1
1,0.999999871
1,0.999999266
0,5.15E-14
1,1
0,8.28E-20
0,1.60E-15
0,5.57E-21
1,1
1,1
0,1.30E-07
0,2.61E-10
1,1
1,1
0,8.42E-15
0,2.39E-08
1,1
0,1.28E-24
1,0.999999992
1,0.999811217
0,3.36E-10
0,1.89E-09
0,8.95E-12
1,0.999999996
1,0.999999821
1,1
1,0.999999953
0,3.85E-19
1,1
0,3.23E-16
1,1
1,1
1,1
1,0.997362901
1,1
1,1
1,0.49772969
1,0.999144922
0,7.54E-04
1,1
0,0.008834263
1,1
0,3.13E-04
1,1
0,3.14E-15
1,1
0,4.50E-19
0,2.71E-13
1,1
1,0.999999999
1,1
1,1
0,0.001001416
1,0.999999917
0,6.39E-23
0,1.78E-06
1,0.342421484
1,0.912894326
1,1
0,1.11E-12
1,1
1,1
1,1
1,0.999999589
0,9.45E-24
0,1.63E-04
0,2.58E-19
0,1.82E-22
1,0.998938168
0,5.89E-15
0,3.11E-10
1,1
1,1
0,8.22E-08
0,1.81E-11
0,8.06E-07
1,0.29417099
0,6.15E-14
0,1.58E-13
1,1
1,1
0,0.050530281
1,1
0,1.72E-06
0,5.44E-25
1,0.999999998
0,4.40E-10
1,1
0,6.61E-07
0,2.87E-27
1,0.999957629
1,0.999999856
0,2.04E-09
1,0.999999996
0,1.27E-05
0,2.70E-17
0,8.36E-08
1,0.999999832
1,0.417575151
0,1.26E-26
1,1
1,0.999977378
1,0.64811063
1,0.977886106
1,1
0,2.89E-05
0,2.94E-16
1,1
1,1
0,6.42E-08
1,0.073981536
0,0.021012025
1,0.998578437
1,0.999993844
1,1
1,1
0,1.75E-17
1,1
0,9.55E-17
0,3.91E-06
1,1
0,1.19E-19
1,1
0,1.37E-15
0,2.36E-06
0,1.91E-19
0,1.64E-26
0,0.004320549
1,1
1,0.290594288
1,1
1,1
1,0.828761175
0,4.04E-14
1,0.999955287
1,1
0,8.93E-13
1,0.999999995
1,1
1,1
1,0.999999987
1,1
1,1
1,1
0,3.55E-10
1,1
1,1
0,6.85E-19
1,0.999724013
0,2.70E-12
0,1.05E-22
0,1.55E-06
1,0.968469971
0,5.94E-16
1,0.999634219
0,2.31E-13
0,8.48E-10
0,4.13E-17
0,2.18E-06
1,1
0,1.02E-20
0,7.96E-04
0,1.59E-13
1,0.99630368
1,1
1,1
1,1
0,1.72E-04
0,4.28E-15
1,1
1,1
0,3.16E-13
1,0.999999993
0,3.41E-05
0,7.52E-20
1,0.999264728
1,1
1,1
1,1
0,0.006049184
0,8.98E-08
0,3.01E-21
1,1
0,1.18E-31
0,9.72E-25
1,0.999999896
0,9.30E-23
1,0.985104008
1,1
0,4.38E-10
1,1
1,1
1,0.491091511
0,4.21E-14
1,0.999999955
0,7.43E-06
1,1
1,0.999821356
1,1
1,1
1,0.999999977
0,3.13E-12
1,0.999999999
0,2.62E-17
1,1
1,1
0,5.42E-20
0,1.50E-11
1,1
1,1
0,3.20E-08
1,0.999958947
0,1.69E-16
1,1
1,1
1,1
0,1.98E-10
0,1.28E-15
1,0.999998852
1,1
1,1
1,0.997149589
1,1
1,1
1,0.999999999
1,0.999998014
1,0.999999998
1,1
0,1.99E-08
1,1
1,0.999132493
0,2.31E-19
0,7.76E-13
0,1.55E-09
0,6.99E-25
0,5.81E-11
1,1
1,0.945011477
0,3.13E-17
1,1
1,0.999999999
0,4.12E-12
0,0.002057182
1,1
1,1
1,0.999999999
1,0.973627906
0,0.005128523
1,1
0,1.48E-10
